file_name;label;binary_label;detector_label;subset
vacia/NOANIMAL_ZOO_1_4/4_20210117__2889_.JPG;vacia;0;0;test
vacia/NOANIMAL_ZOO_1_4/34_20201024__3702_.JPG;vacia;0;0;validation
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1825septiembre2015_20150725_121702_img_0030.jpg;vacia;0;0;train
ave/ave_alumno_1_TH/Ave__12__frame050.jpg;animal;1;0;train
caballo/HORSE_ZOO_1_4/15_20210117__1546_.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/2_20210319__852_.JPG;animal;1;1;train
gato_domestico/gato_WellingtonCameraTraps_SS/110916072734043cs091.JPG;animal;1;1;validation
jabali/jabali_PNC_2014_ISAAC/c11328IMAG0468.JPG;animal;1;1;train
ave/ave_PNC_2014_manuel/c24863IMAG0100.JPG;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/ecuador1_ic1611_20150101_000005_img_2496.jpg;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/6_20201812__8646_.JPG;vacia;0;0;train
ave/shearwater_IslandConservationCameraTraps/chile_vaqueria2013_1512201233600.jpg;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/7_20210115__1571_.JPG;vacia;0;0;train
cervidae/ciervo_PNC_2013-I_RED_ME/965IM000096.JPG;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826julio2015_20150713_093738_img_2111.jpg;vacia;0;0;test
vacia/vacia_alumno_1_TH/Nada__9__frame090.jpg;vacia;0;1;train
ave/2_ave_Soraya_Padilla_Alumno_1_TH/IMAG0184_frame180.jpg;animal;1;1;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_D06_R1_IMAG0828.JPG;vacia;0;0;train
humanovehiculo/HUMANORVEHICLE_ZOO_5_6_7_9/11_20210318__2467_.JPG;animal;1;1;train
jabali/WILDBOAR_ZOO_1_4/37_20201116__14513_.JPG;animal;1;1;train
cervidae/ciervo_PNC_2014_ISAAC/c21800IM000172.JPG;animal;1;1;train
ave/bird_CaltechCameraTrap/59751385-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
lince/Lince_a_Linces2_Leo_JC/lince70__60_.JPG;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826julio2015_20150626_121726_img_0275.jpg;vacia;0;0;test
vacia/empty_SnapshotMountainZebra/MTZ_S1_E06_R3_IMAG0251.JPG;vacia;0;1;validation
caballo/HORSE_ZOO_1_4/38_20201117__1361_.JPG;animal;1;1;test
leporido/rabbit_CaltechCameraTrap_ME/588c138f-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
jabali/WILDBOAR_ZOO_1_4/29_20201023__549_.JPG;animal;1;1;train
zorro/ZORRO_PNM_2013-I_ISAAC/e2703IM000045.JPG;animal;1;1;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_F04_R3_IMAG3720.JPG;vacia;0;1;train
vacia/empty_caltechCameraTraps/59c31a88-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0;0;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam0425abril2015_20130822_074118_sunp4513.jpg;vacia;0;0;test
humanovehiculo/humanovehiculo_Caltech/59910491-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
vaca/COW_ZOO_5_6_7_9/17_20210418__274_.JPG;animal;1;1;test
vacia/NOANIMAL_ZOO_5_6_7_9/15_20210219__6447___2021_04_15_06_16_22_UTC_.JPG;vacia;0;1;test
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam0727abril2016_20160424_073123_sunp0009.jpg;vacia;0;0;train
ave/ave_PNC_2013-O_RED_ISAAC/b4507IMAG0385.JPG;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826junio2015_20150505_114422_img_2651.jpg;vacia;0;0;validation
vacia/vacia_alumno_1_TH/Nada__44__frame070.jpg;vacia;0;1;validation
vacia/vacia_Paco_Carro_JC/MDGC0533.JPG;vacia;0;0;validation
zorro/REDFOX_ZOO_5_6_7_9/19_20210319__275_.JPG;animal;1;1;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_B05_R3_IMAG0739.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/34_20210115__5485_.JPG;vacia;0;0;validation
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826junio2015_20150505_133320_img_3172.jpg;vacia;0;0;train
jabali/jabali_javi_JC/28_20201019__1638_.JPG;animal;1;1;validation
vacia/NOANIMAL_ZOO_5_6_7_9/32_20210318__12941_.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/6_20201812__14995_.JPG;vacia;0;0;train
vacia/empty_IslandConservationCameraTraps/ecuador1_ic1611_20150101_000005_img_1112.jpg;vacia;0;0;test
vacia/vacia_WellingtonCameraTraps_SS/230816043400004a5755.JPG;vacia;0;0;train
gato_domestico/cat_IslandConservationCameraTraps/dominicanrepublic_cam1126junio2015_20150613_001939_img_0013.jpg;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/ecuador1_ic1611_20150101_000004_img_1111.jpg;vacia;0;0;train
vacia/empty_caltechCameraTraps/59ef8cae-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0;0;train
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__21193_.JPG;vacia;0;0;validation
jabali/WILDBOAR_ZOO_1_4/20_20210115__943_.JPG;animal;1;1;train
vacia/vacia_Soraya_Padilla_Alumno_1_TH/STC_0100_frame100.jpg;vacia;0;0;train
gato_domestico/gato_WellingtonCameraTraps_SS/01101518532402245754.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_1_4/21_20201025__452_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/36_20210618__8292_.JPG;vacia;0;0;train
micromamiferos/rat_IslandConservationCameraTraps/puertorico_7a_20141111_045641_img_0020.jpg;animal;1;1;validation
vacia/empty_SnapshotMountainZebra/MTZ_S1_D06_R1_IMAG2782.JPG;vacia;0;0;train
leporido/conejo_WellingtonCameraTraps_SS/15111506251413959712.JPG;animal;1;1;train
leporido/conejo_Paco_Carro_JC/PICT0535__2_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/36_20210618__4374_.JPG;vacia;0;0;test
caballo/HORSE_ZOO_1_4/28_20201117__665_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/24_20210418__18343_.JPG;vacia;0;0;test
vacia/NOANIMAL_ZOO_5_6_7_9/32_20210417__3317_.JPG;vacia;0;0;train
vacia/Nothing_mammalWeb/49342.jpg;vacia;0;0;validation
lince/Lince_a_Linces2_Leo_JC/lince90__185_.JPG;animal;1;1;train
jabali/jabali_PNC_2014_manuel/c15929IM000105.JPG;animal;1;1;train
cervidae/gamo_Javi_3_JC/21_20201025__336_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/5_20210618__67_.JPG;vacia;0;0;train
jabali/WILDBOAR_ZOO_1_4/4_20210117__3025_.JPG;animal;1;1;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_C06_R1_IMAG0294.JPG;vacia;0;1;test
vacia/vacias_PNM_2012_ME/d14980FILE0014.JPG;vacia;0;1;train
leporido/LEPORIDRABBITORHARE_ZOO_5_6_7_9/2_20210319__1162_.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/19_20210618__384_.JPG;animal;1;1;test
vacia/NOANIMAL_ZOO_1_4/6_20201812__13281_.JPG;vacia;0;0;train
zorro/zorro_PNC_2014_manuel/c5670IM000078.JPG;animal;1;1;train
vacia/Nothing_mammalWeb/89713.jpg;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/7_20210115__2906_.JPG;vacia;0;0;test
zorro/Zorro_PNC_2014_JC/c25163IM000137.JPG;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/37_20201116__12854_.JPG;vacia;0;0;test
jabali/WILDBOAR_ZOO_1_4/37_20201024__401_.JPG;animal;1;1;train
vacia/vacia_alumno_AM_2/30_20201021__1233_.JPG;vacia;0;0;validation
jabali/WILDBOAR_ZOO_5_6_7_9/11_20210318__678_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__19706_.JPG;vacia;0;0;train
micromamiferos/micromamiferos_fotosManuelEmilio20200912/IMG_0117.JPG;animal;1;0;train
vaca/COW_ZOO_5_6_7_9/21_20210418__1817_.JPG;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/10_20201117__3160_.JPG;vacia;0;0;test
vacia/NOANIMAL_ZOO_1_4/7_20210115__1096_.JPG;vacia;0;1;test
cervidae/2_ciervo_Javi_3_JC/21_20201025__1936_.JPG;animal;1;1;train
jabali/jabali_PNC_2013-I_RED_ME/3435IM000113.JPG;animal;1;1;train
leporido/rabbit_CaltechCameraTrap_ME/59973fff-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
vaca/cow_CaltechCameraTrap/588a6590-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
zorro/zorro_vacias_humanos_PNC_2012_ME/a47471IM000098.JPG;animal;1;1;validation
lince/linces_fecha_Linces2_Leo_JC/2_Lince_flecha_Linces2_Leo_JC/lince176__130_.JPG;animal;1;1;test
gineta/gineta_PNC_2013-I_ISAAC/1166IMAG0195.JPG;animal;1;1;train
vacia/vacias_1_de_2_PNC_2012_ISAAC/a34989IMAG0105.JPG;vacia;0;0;test
leporido/conejo_Paco_Carro_JC/PICT0540__2_.JPG;animal;1;1;train
cervidae/CIERVO_PNM_2013-I_ISAAC/e1382IMAG0079.JPG;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/37_20210115__542_.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_5_6_7_9/20_20210319__7416_.JPG;vacia;0;0;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam0425abril2015_20130821_011740_sunp3719.jpg;vacia;0;0;test
vacia/vacia_alumno_AM_2/26_20201020__2367_.JPG;vacia;0;0;train
vaca/COW_ZOO_5_6_7_9/17_20210418__232_.JPG;animal;1;1;train
vacia/vacia_alumno_AM_2/27_20201023__3178_.JPG;vacia;0;0;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_D06_R1_IMAG1275.JPG;vacia;0;0;train
gineta/GINETA_PNM_2013-I_ISAAC/e531IM000035.JPG;animal;1;1;train
zorro/zorro_PNM_2013-O_ISAAC/f9915IM000190.JPG;animal;1;1;train
lince/linces_fecha_Linces2_Leo_JC/2_Lince_flecha_Linces2_Leo_JC/Lince69__15_.JPG;animal;1;1;train
cervidae/deer_CaltechCameraTrap/58d7a0fd-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;test
cervidae/ciervo_Javi_3_JC/21_20201025__2219_.JPG;animal;1;1;validation
vacia/empty_SnapshotMountainZebra/MTZ_S1_E05_R1_IMAG0596.JPG;vacia;0;0;test
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__21060_.JPG;vacia;0;0;train
lince/Lince_b_Linces2_Leo_JC/lince228__590_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/28_20210219__897___2021_04_15_06_16_22_UTC_.JPG;vacia;0;0;train
cervidae/gamo_Leo_Otra_fauna_PASADA_POR_LA_RED_JC/Otrafauna__552_.JPG;animal;1;1;train
zorro/fox_CaltechCameraTrap_ME/58693432-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
perro/Domestic_dog_mammalWeb/30259.jpg;animal;1;1;train
vaca/COW_ZOO_5_6_7_9/21_20210418__1024_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210408__25940_.JPG;vacia;0;0;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam0526junio2015_20150622_160753_sunp2336.jpg;vacia;0;0;train
cervidae/2_ciervo_simone_2/37_20201024__10758_.JPG;animal;1;1;train
leporido/rabbit_IslandConservationCameraTraps/chile_frances012013_1401201395339.jpg;animal;1;1;test
cervidae/deer_CaltechCameraTrap/5971f917-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;validation
meloncillo/Meloncillo_PEPE_IREC_JC/IMAG0234.JPG;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/6_20201812__8704_.JPG;vacia;0;0;validation
vacia/vacia_javi_2_JC/27_20201023__8155_.JPG;vacia;0;0;train
humanovehiculo/car_CaltechCameraTrap_ME/vehiculo/59782f06-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
zorro/zorro_PNC_2012_JC/a23128IM000063.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/49_20210418__894_.JPG;vacia;0;1;test
lince/Lince_a_Linces2_Leo_JC/Lince60__382_.JPG;animal;1;1;train
zorro/ZORRO_PNM_2013-I_ISAAC/e2437IM000299.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/10_20210417__1083_.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_1_4/21_20201025__1617_.JPG;animal;1;1;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam0425abril2015_20130828_044754_sunp6828.jpg;vacia;0;0;train
cervidae/ciervo_vacias_humanos_PNC_2012_ME/a18534IM000128.JPG;animal;1;1;train
humanovehiculo/HUMANORVEHICLE_ZOO_5_6_7_9/11_20210218__971___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;test
vacia/NOANIMAL_ZOO_1_4/40_20201215__2836_.JPG;vacia;0;0;validation
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__20133_.JPG;vacia;0;0;train
cervidae/ciervo_Paco_Carro_JC/PICT0491.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__23018_.JPG;vacia;0;0;train
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826junio2015_20150505_101830_img_2171.jpg;vacia;0;0;train
gato_domestico/cat_IslandConservationCameraTraps/palau_cam10a12122018_20181105_095005_rcnx0966.jpg;animal;1;1;test
jabali/WILDBOAR_ZOO_1_4/11_20201217__260_.JPG;animal;1;1;train
cervidae/3_ciervo_simone_2/34_20201024__3847_.JPG;animal;1;1;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_D06_R1_IMAG1459.JPG;vacia;0;0;train
zorro/zorro_PNM_2012_ME/d14497IMAG0051.JPG;animal;1;1;train
ave/bird_CaltechCameraTrap/59e91c44-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
zorro/ZORRO_PNM_2013-I_ISAAC/e2701IM000043.JPG;animal;1;1;validation
ave/Zorzal_PNC_2013-O_ME/b4353IMAG0222.JPG;animal;1;1;train
caballo/HORSE_ZOO_5_6_7_9/15_20210219__1920___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
leporido/rabbit_IslandConservationCameraTraps/chile_frances012013_1401201330927.jpg;animal;1;1;test
vacia/NOANIMAL_ZOO_1_4/19_20201117__170_.JPG;vacia;0;0;train
zorro/Zorro_PNC_2014_JC/c28238FILE0025.JPG;animal;1;1;test
humanovehiculo/car_CaltechCameraTrap_ME/vehiculo/58eac9c7-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
cervidae/ciervo_ME_rev_3_donana/34_20201024__6262_.JPG;animal;1;1;train
humanovehiculo/HUMANORVEHICLE_ZOO_5_6_7_9/1_20210319__6_.JPG;animal;1;1;train
jabali/WILDBOAR_ZOO_5_6_7_9/20_20210219__990___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
cervidae/Ciervo_PNC_2014_JC/c245IM000072.JPG;animal;1;1;validation
garduna/garduna_PNM_2013-O_ME/f26622IMAG0096.JPG;animal;1;0;train
vacia/vacias_PNM_2013-O_ISAAC/f3250IMAG0119.JPG;vacia;0;0;test
caballo/HORSE_ZOO_5_6_7_9/15_20210219__8781___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
zorro/Zorro_PNC_2013-O_ME/b19703IMAG0283.JPG;animal;1;1;train
micromamiferos/Small_rodent_mammalWeb/130762.jpg;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/24_20210318__4392_.JPG;vacia;0;0;train
tejon/Tejon_PEPE_IREC_JC/IMAG0100__7_.JPG;animal;1;1;train
ave/Bird_ena24/1609.jpg;animal;1;1;validation
vacia/NOANIMAL_ZOO_1_4/34_20210115__2288_.JPG;vacia;0;0;train
humanovehiculo/humanovehiculo_PNM_2013-I_ME/e4923IM000043.JPG;animal;1;1;test
vacia/empty_SnapshotMountainZebra/MTZ_S1_D05_R1_IMAG0222.JPG;vacia;0;0;train
vacia/vacio_Saul_Martin_FRAMES_SIN_REPETIDOS_REVISADOS_DIEGO/IMAG0025_frame360_-_copia.jpg;vacia;0;1;train
vacia/NOANIMAL_ZOO_1_4/26_20201020__18296_.JPG;vacia;0;0;validation
lince/Lince_b_Linces2_Leo_JC/lince145__52_.jpg;animal;1;1;validation
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1125abril2015_20150416_151105_img_1623.jpg;vacia;0;0;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/18_20210219__7448___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
humanovehiculo/car_CaltechCameraTrap_ME/vehiculo/5897b2b8-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;test
cervidae/deer_CaltechCameraTrap/59817ae3-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/21_20200113__1351___2021_04_15_06_16_22_UTC_.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210417__24530_.JPG;vacia;0;0;test
vacia/vacias_PNC_2014_ISAAC/c6656IM000004.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_5_6_7_9/24_20210418__5149_.JPG;vacia;0;0;validation
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/15_20210219__5558___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/8_20210219__111___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
vacia/empty_caltechCameraTraps/59830903-23d2-11e8-a6a3-ec086b02610b.jpg;vacia;0;0;train
vacia/empty_SnapshotMountainZebra/MTZ_S1_G04_R3_IMAG3852.JPG;vacia;0;1;train
zorro/Zorro_Pepe_IREC/Zorro_Pepe_Irec_ME/IMAG0125__3_.JPG;animal;1;1;test
leporido/conejo_Paco_Carro_JC/PICT1911.JPG;animal;1;1;train
caballo/HORSE_ZOO_5_6_7_9/15_20210219__8160___2021_04_15_06_16_22_UTC_.JPG;animal;1;1;train
lince/Lince_b_Linces2_Leo_JC/lince169__50_.JPG;animal;1;1;test
gato_domestico/gato_WellingtonCameraTraps_SS/29091521341207443103.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/13_20210218__1231___2021_04_15_06_16_22_UTC_.JPG;vacia;0;1;train
vacia/vacias_1_de_2_PNC_2012_ISAAC/a37085IM000189.JPG;vacia;0;1;train
vacia/NOANIMAL_ZOO_5_6_7_9/49_20210615__317_.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/6_20201116__4533_.JPG;vacia;0;0;train
cervidae/ciervo_PNC_2014_ISAAC/c24584IMAG0162.JPG;animal;1;1;train
vacia/vacias_PNM_2013-I_ISAAC/e1148IMAG0058.JPG;vacia;0;0;validation
vacia/NOANIMAL_ZOO_5_6_7_9/22_20210318__3197_.JPG;vacia;0;0;test
vaca/COW_ZOO_5_6_7_9/9_20210615__179_.JPG;animal;1;1;train
zorro/zorro_PNC_2013-I_RED_ME/622IM000052.JPG;animal;1;1;train
leporido/rabbit_CaltechCameraTrap_ME/593a4df5-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;test
vacia/empty_IslandConservationCameraTraps/dominicanrepublic_cam1826junio2015_20150506_071909_img_3533.jpg;vacia;0;0;test
leporido/conejo_leo_donana/0005693.JPG;animal;1;1;train
vacia/vacia_Paco_Carro_JC/01130077.JPG;vacia;0;0;train
tejon/Tejon_ME_rev_2_donana/20_20201024__1236_.JPG;animal;1;1;test
vacia/NOANIMAL_ZOO_1_4/15_20201117__6262_.JPG;vacia;0;0;train
vacia/NOANIMAL_ZOO_1_4/1_20210115__443_.JPG;vacia;0;0;train
jabali/WILDBOAR_ZOO_1_4/11_20210114__387_.JPG;animal;1;1;train
micromamiferos/rat_IslandConservationCameraTraps/micronesia_cam17april2019_20190412_040231_rcnx0176.jpg;animal;1;1;train
cervidae/deer_CaltechCameraTrap/58768058-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;validation
ave/bird_CaltechCameraTrap/5949d179-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;train
jabali/3_jabali_Leo_Otra_fauna_PASADA_POR_LA_RED_JC/Otrafauna__1455_.JPG;animal;1;1;train
vacia/NOANIMAL_ZOO_1_4/7_20210115__3119_.JPG;vacia;0;1;test
cervidae/CERVIDREDORFALLOWDEER_ZOO_1_4/2_20210115__9939_.JPG;animal;1;1;test
vacia/NOANIMAL_ZOO_5_6_7_9/24_20210418__9472_.JPG;vacia;0;0;train
ave/bird_CaltechCameraTrap/587d40c9-23d2-11e8-a6a3-ec086b02610b.jpg;animal;1;1;test
vacia/NOANIMAL_ZOO_5_6_7_9/50_20210408__16310_.JPG;vacia;0;1;train
cervidae/CERVIDREDORFALLOWDEER_ZOO_5_6_7_9/36_20210319__575_.JPG;animal;1;1;test
